test_id,is_female
10301,0.069632
10302,0.997467
10303,0.005639
10304,0.998457
10305,0.729455
10306,0.024957
10307,0.907920
10308,0.028168
10309,0.004915
1031,0.248551
10310,0.995721
10311,0.997027
10312,0.206217
10313,0.995863
10314,0.950298
10315,0.095221
10316,0.945893
10317,0.998866
10318,0.897950
10319,0.029183
1032,0.003079
10320,0.998976
10321,0.992834
10322,0.996058
10323,0.990863
10324,0.019564
10325,0.997503
10326,0.601607
10327,0.911724
10328,0.330105
10329,0.383266
1033,0.899602
10330,0.109641
10331,0.013165
10332,0.952473
10333,0.998086
10334,0.997662
10335,0.951105
10336,0.019955
10337,0.998974
10338,0.998855
10339,0.316726
1034,0.000836
10340,0.994935
10341,0.852859
10342,0.001618
10343,0.023498
10344,0.910746
10345,0.101421
10346,0.000429
10347,0.997154
10348,0.991373
10349,0.959874
1035,0.996682
10350,0.997797
10351,0.991982
10352,0.960159
10353,0.030380
10354,0.998815
10355,0.986817
10356,0.998690
10357,0.873741
10358,0.828691
10359,0.977876
1036,0.980669
10360,0.999006
10361,0.002056
10362,0.998118
10363,0.097973
10364,0.004389
10365,0.462457
10366,0.695048
10367,0.272963
10368,0.997884
10369,0.003944
1037,0.998865
10370,0.996409
10371,0.191981
10372,0.378605
10373,0.002265
10374,0.006247
10375,0.912132
10376,0.021778
10377,0.999019
10378,0.003951
10379,0.372322
1038,0.195106
10380,0.549831
10381,0.980427
10382,0.995892
10383,0.500257
10384,0.981925
10385,0.923033
10386,0.997768
10387,0.107707
10388,0.968509
10389,0.006824
1039,0.970353
10390,0.997337
10391,0.009285
10392,0.853386
10393,0.771164
10394,0.063750
10395,0.008542
10396,0.005978
10397,0.145293
10398,0.028222
10399,0.751602
104,0.005873
1040,0.998873
10400,0.002520
10401,0.991191
10402,0.044150
10403,0.087669
10404,0.022649
10405,0.998910
10406,0.019064
10407,0.992407
10408,0.995771
10409,0.988143
1041,0.998043
10410,0.370013
10411,0.996852
10412,0.045291
10413,0.036870
10414,0.983027
10415,0.003210
10416,0.004117
10417,0.827079
10418,0.009615
10419,0.991295
1042,0.003112
10420,0.997027
10421,0.004695
10422,0.005054
10423,0.005864
10424,0.082318
10425,0.441107
10426,0.997587
10427,0.075801
10428,0.979462
10429,0.016347
1043,0.946125
10430,0.994206
10431,0.019187
10432,0.043121
10433,0.123234
10434,0.131347
10435,0.997605
10436,0.994737
10437,0.015490
10438,0.001567
10439,0.967090
1044,0.997378
10440,0.125593
10441,0.488291
10442,0.036348
10443,0.993653
10444,0.021402
10445,0.996275
10446,0.996897
10447,0.992507
10448,0.369978
10449,0.998461
1045,0.001926
10450,0.997671
10451,0.989164
10452,0.943083
10453,0.967496
10454,0.635036
10455,0.221464
10456,0.998168
10457,0.749234
10458,0.995884
10459,0.027231
1046,0.992951
10460,0.974851
10461,0.149306
10462,0.961756
10463,0.058561
10464,0.344154
10465,0.104683
10466,0.995307
10467,0.014029
10468,0.723308
10469,0.960493
1047,0.148281
10470,0.995590
10471,0.580584
10472,0.986639
10473,0.039284
10474,0.981754
10475,0.998966
10476,0.994677
10477,0.003222
10478,0.117682
10479,0.010745
1048,0.997622
10480,0.984241
10481,0.995746
10482,0.260286
10483,0.268272
10484,0.906946
10485,0.996176
10486,0.009162
10487,0.002384
10488,0.994391
10489,0.091919
1049,0.005086
10490,0.007229
10491,0.005781
10492,0.069047
10493,0.822190
10494,0.463532
10495,0.106280
10496,0.006407
10497,0.001688
10498,0.070870
10499,0.078089
105,0.993730
1050,0.996265
10500,0.998066
10501,0.983313
10502,0.864513
10503,0.104762
10504,0.015715
10505,0.709063
10506,0.997328
10507,0.986807
10508,0.792342
10509,0.941813
1051,0.997447
10510,0.982934
10511,0.002231
10512,0.095215
10513,0.041776
10514,0.946632
10515,0.998760
10516,0.030069
10517,0.991148
10518,0.821941
10519,0.987032
1052,0.002420
10520,0.008017
10521,0.941025
10522,0.015937
10523,0.999132
10524,0.936884
10525,0.002511
10526,0.064011
10527,0.738919
10528,0.007036
10529,0.996609
1053,0.997332
10530,0.995889
10531,0.924182
10532,0.996944
10533,0.004096
10534,0.011960
10535,0.999119
10536,0.039331
10537,0.161548
10538,0.992143
10539,0.002983
1054,0.992993
10540,0.729898
10541,0.430631
10542,0.006206
10543,0.934237
10544,0.999045
10545,0.965725
10546,0.938105
10547,0.102187
10548,0.927082
10549,0.990427
1055,0.007385
10550,0.986885
10551,0.905911
10552,0.993158
10553,0.985924
10554,0.282091
10555,0.006665
10556,0.023485
10557,0.998556
10558,0.620939
10559,0.056097
1056,0.125677
10560,0.999158
10561,0.001153
10562,0.997023
10563,0.005962
10564,0.079841
10565,0.958079
10566,0.547102
10567,0.134414
10568,0.994235
10569,0.397868
1057,0.735469
10570,0.999331
10571,0.993904
10572,0.007368
10573,0.010051
10574,0.001422
10575,0.983523
10576,0.999313
10577,0.832008
10578,0.024517
10579,0.997531
1058,0.992655
10580,0.981213
10581,0.120327
10582,0.988510
10583,0.998568
10584,0.999348
10585,0.002691
10586,0.002471
10587,0.018807
10588,0.009221
10589,0.997314
1059,0.365033
10590,0.002084
10591,0.008831
10592,0.681988
10593,0.009148
10594,0.981877
10595,0.993414
10596,0.017183
10597,0.016665
10598,0.978794
10599,0.998518
106,0.998102
1060,0.001377
10600,0.998247
10601,0.998179
10602,0.794910
10603,0.767852
10604,0.996614
10605,0.479397
10606,0.011333
10607,0.040669
10608,0.012392
10609,0.008647
1061,0.998223
10610,0.998158
10611,0.997463
10612,0.998501
10613,0.982003
10614,0.974110
10615,0.999540
10616,0.004039
10617,0.011709
10618,0.571230
10619,0.998910
1062,0.998187
10620,0.409322
10621,0.015622
10622,0.990487
10623,0.998830
10624,0.995285
10625,0.997422
10626,0.950235
10627,0.039795
10628,0.998317
10629,0.996617
1063,0.936239
10630,0.994477
10631,0.858050
10632,0.995079
10633,0.022514
10634,0.998241
10635,0.998963
10636,0.487875
10637,0.995764
10638,0.634759
10639,0.946268
1064,0.015109
10640,0.997805
10641,0.999192
10642,0.281687
10643,0.011056
10644,0.998804
10645,0.998170
10646,0.509966
10647,0.999190
10648,0.876984
10649,0.319280
1065,0.370060
10650,0.004922
10651,0.078701
10652,0.998137
10653,0.785041
10654,0.998514
10655,0.137577
10656,0.943211
10657,0.270121
10658,0.043111
10659,0.017915
1066,0.004875
10660,0.997503
10661,0.995886
10662,0.003759
10663,0.023983
10664,0.005714
10665,0.034646
10666,0.008499
10667,0.058397
10668,0.010919
10669,0.031093
1067,0.181607
10670,0.002524
10671,0.980798
10672,0.922334
10673,0.023320
10674,0.010739
10675,0.405172
10676,0.023893
10677,0.328495
10678,0.010281
10679,0.142711
1068,0.001007
10680,0.003766
10681,0.997187
10682,0.003069
10683,0.021036
10684,0.949478
10685,0.994722
10686,0.049734
10687,0.540947
10688,0.022167
10689,0.001874
1069,0.017826
10690,0.720086
10691,0.998886
10692,0.087416
10693,0.052134
10694,0.997903
10695,0.002636
10696,0.801299
10697,0.993215
10698,0.985754
10699,0.001107
107,0.998342
1070,0.007222
10700,0.998863
10701,0.903000
10702,0.082481
10703,0.015382
10704,0.997787
10705,0.929055
10706,0.050432
10707,0.996593
10708,0.020424
10709,0.050067
1071,0.991195
10710,0.990012
10711,0.474327
10712,0.924568
10713,0.004618
10714,0.024640
10715,0.996653
10716,0.998779
10717,0.997399
10718,0.978502
10719,0.281274
1072,0.013006
10720,0.972547
10721,0.180378
10722,0.974988
10723,0.967761
10724,0.042321
10725,0.861789
10726,0.983229
10727,0.028076
10728,0.016761
10729,0.196593
1073,0.902814
10730,0.978535
10731,0.314216
10732,0.994758
10733,0.980052
10734,0.990264
10735,0.032003
10736,0.513219
10737,0.979881
10738,0.009726
10739,0.151450
1074,0.996322
10740,0.050323
10741,0.951286
10742,0.233044
10743,0.019708
10744,0.956535
10745,0.003311
10746,0.997322
10747,0.983442
10748,0.946429
10749,0.998784
1075,0.964563
10750,0.522654
10751,0.989468
10752,0.992375
10753,0.014223
10754,0.006391
10755,0.106537
10756,0.001550
10757,0.991145
10758,0.995438
10759,0.041660
1076,0.869627
10760,0.998242
10761,0.715421
10762,0.064379
10763,0.001985
10764,0.988879
10765,0.062815
10766,0.990628
10767,0.998427
10768,0.027632
10769,0.996659
1077,0.636431
10770,0.990860
10771,0.997398
10772,0.985357
10773,0.144542
10774,0.913607
10775,0.003980
10776,0.993559
10777,0.005947
10778,0.006465
10779,0.076256
1078,0.995873
10780,0.003160
10781,0.997287
10782,0.956766
10783,0.009881
10784,0.888465
10785,0.006970
10786,0.004560
10787,0.025480
10788,0.489003
10789,0.015451
1079,0.017975
10790,0.000645
10791,0.015100
10792,0.000777
10793,0.054304
10794,0.751444
10795,0.512379
10796,0.013470
10797,0.116805
10798,0.278580
10799,0.061032
108,0.028731
1080,0.026827
10800,0.004951
10801,0.994713
10802,0.997894
10803,0.146140
10804,0.045811
10805,0.019401
10806,0.993126
10807,0.002764
10808,0.038685
10809,0.566475
1081,0.743806
10810,0.013558
10811,0.753483
10812,0.414366
10813,0.988662
10814,0.002642
10815,0.011057
10816,0.015545
10817,0.998096
10818,0.708511
10819,0.856784
1082,0.007955
10820,0.002321
10821,0.996767
10822,0.041781
10823,0.996965
10824,0.078125
10825,0.018790
10826,0.997866
10827,0.994634
10828,0.139633
10829,0.002266
1083,0.994227
10830,0.996382
10831,0.024800
10832,0.997646
10833,0.061234
10834,0.943521
10835,0.530612
10836,0.004273
10837,0.014979
10838,0.975610
10839,0.995322
1084,0.996975
10840,0.996972
10841,0.008386
10842,0.026239
10843,0.046682
10844,0.988995
10845,0.001631
10846,0.989013
10847,0.002601
10848,0.004160
10849,0.029544
1085,0.129494
10850,0.994500
10851,0.003713
10852,0.020965
10853,0.996585
10854,0.001644
10855,0.996410
10856,0.060214
10857,0.002878
10858,0.006787
10859,0.996872
1086,0.002446
10860,0.992943
10861,0.004276
10862,0.989072
10863,0.929118
10864,0.808140
10865,0.003890
10866,0.997946
10867,0.003062
10868,0.004910
10869,0.996467
1087,0.047717
10870,0.999344
10871,0.026483
10872,0.991038
10873,0.996677
10874,0.020065
10875,0.005836
10876,0.007079
10877,0.503524
10878,0.010885
10879,0.941969
1088,0.998183
10880,0.650477
10881,0.014479
10882,0.004460
10883,0.128410
10884,0.003577
10885,0.978324
10886,0.193111
10887,0.004031
10888,0.243656
10889,0.015873
1089,0.653407
10890,0.257998
10891,0.991900
10892,0.027536
10893,0.997457
10894,0.014453
10895,0.817568
10896,0.009782
10897,0.999102
10898,0.010663
10899,0.996815
109,0.025134
1090,0.029473
10900,0.994938
10901,0.998073
10902,0.996465
10903,0.053601
10904,0.516640
10905,0.993536
10906,0.990958
10907,0.004378
10908,0.004316
10909,0.081081
1091,0.046129
10910,0.994301
10911,0.998640
10912,0.994059
10913,0.997016
10914,0.980732
10915,0.978136
10916,0.981673
10917,0.005482
10918,0.873310
10919,0.000612
1092,0.001445
10920,0.186808
10921,0.006038
10922,0.974046
10923,0.997451
10924,0.164285
10925,0.997816
10926,0.116866
10927,0.866221
10928,0.998198
10929,0.996332
1093,0.470527
10930,0.997559
10931,0.020559
10932,0.995842
10933,0.035452
10934,0.974018
10935,0.475131
10936,0.979749
10937,0.997474
10938,0.997995
10939,0.990636
1094,0.202115
10940,0.010193
10941,0.064983
10942,0.001684
10943,0.979109
10944,0.996690
10945,0.050731
10946,0.005318
10947,0.912638
10948,0.990979
10949,0.008873
1095,0.991340
10950,0.993477
10951,0.002490
10952,0.089988
10953,0.998365
10954,0.015490
10955,0.012080
10956,0.001803
10957,0.012951
10958,0.001770
10959,0.772779
1096,0.028498
10960,0.700894
10961,0.004295
10962,0.006951
10963,0.007006
10964,0.994974
10965,0.827248
10966,0.981417
10967,0.012373
10968,0.990519
10969,0.998996
1097,0.516428
10970,0.994221
10971,0.389905
10972,0.026682
10973,0.114191
10974,0.995071
10975,0.969368
10976,0.005186
10977,0.031321
10978,0.932871
10979,0.998606
1098,0.068555
10980,0.989071
10981,0.336473
10982,0.976089
10983,0.972457
10984,0.898385
10985,0.985712
10986,0.996398
10987,0.994447
10988,0.781809
10989,0.007278
1099,0.994143
10990,0.626673
10991,0.995917
10992,0.994323
10993,0.007486
10994,0.998656
10995,0.030308
10996,0.965784
10997,0.200446
10998,0.996411
10999,0.002260
11,0.209324
110,0.982766
1100,0.992979
11000,0.943148
11001,0.023755
11002,0.008481
11003,0.060491
11004,0.008789
11005,0.382707
11006,0.997739
11007,0.998631
11008,0.993245
11009,0.961215
1101,0.036972
11010,0.995172
11011,0.024307
11012,0.018743
11013,0.998999
11014,0.965807
11015,0.085601
11016,0.006720
11017,0.646956
11018,0.961279
11019,0.024286
1102,0.924387
11020,0.998867
11021,0.984793
11022,0.998721
11023,0.899238
11024,0.976446
11025,0.023836
11026,0.024246
11027,0.998997
11028,0.997599
11029,0.123870
1103,0.458652
11030,0.003264
11031,0.022641
11032,0.002869
11033,0.072607
11034,0.990727
11035,0.309330
11036,0.030468
11037,0.779110
11038,0.004180
11039,0.490499
1104,0.287974
11040,0.867801
11041,0.001410
11042,0.508671
11043,0.998197
11044,0.989744
11045,0.998522
11046,0.434066
11047,0.424027
11048,0.938901
11049,0.997799
1105,0.997283
11050,0.019820
11051,0.011572
11052,0.940611
11053,0.112088
11054,0.998754
11055,0.001895
11056,0.008796
11057,0.914667
11058,0.997648
11059,0.997505
1106,0.998152
11060,0.980719
11061,0.133619
11062,0.005461
11063,0.001646
11064,0.996416
11065,0.006629
11066,0.003712
11067,0.012386
11068,0.003484
11069,0.264282
1107,0.180563
11070,0.995867
11071,0.219851
11072,0.017742
11073,0.051002
11074,0.969875
11075,0.997600
11076,0.100284
11077,0.981745
11078,0.032404
11079,0.995213
1108,0.994459
11080,0.128063
11081,0.991048
11082,0.992509
11083,0.035211
11084,0.998857
11085,0.027526
11086,0.012401
11087,0.998471
11088,0.998463
11089,0.997330
1109,0.002547
11090,0.061935
11091,0.991742
11092,0.004693
11093,0.798949
11094,0.856429
11095,0.997540
11096,0.004525
11097,0.003731
11098,0.013038
11099,0.921530
111,0.001601
1110,0.945213
11100,0.992022
11101,0.977961
11102,0.005699
11103,0.098689
11104,0.984806
11105,0.005901
11106,0.679357
11107,0.498676
11108,0.017903
11109,0.054410
1111,0.001138
11110,0.028467
11111,0.025733
11112,0.005520
11113,0.015061
11114,0.998362
11115,0.003581
11116,0.992029
11117,0.980090
11118,0.982779
11119,0.125295
1112,0.123345
11120,0.032940
11121,0.995903
11122,0.984926
11123,0.004483
11124,0.997450
11125,0.002451
11126,0.841570
11127,0.997209
11128,0.001246
11129,0.147752
1113,0.019889
11130,0.003874
11131,0.994663
11132,0.012297
11133,0.003730
11134,0.001190
11135,0.007801
11136,0.005947
11137,0.235408
11138,0.998324
11139,0.996266
1114,0.993083
11140,0.996915
11141,0.998238
11142,0.015599
11143,0.546164
11144,0.752341
11145,0.998007
11146,0.068105
11147,0.993657
11148,0.895922
11149,0.986928
1115,0.995126
11150,0.054389
11151,0.981488
11152,0.009868
11153,0.997212
11154,0.073023
11155,0.999461
11156,0.029116
11157,0.880222
11158,0.990427
11159,0.414454
1116,0.831685
11160,0.993021
11161,0.835571
11162,0.986566
11163,0.018543
11164,0.998258
11165,0.007929
11166,0.055181
11167,0.836115
11168,0.008036
11169,0.003799
1117,0.998262
11170,0.998373
11171,0.995147
11172,0.998723
11173,0.011947
11174,0.996556
11175,0.049369
11176,0.009245
11177,0.435549
11178,0.998571
11179,0.187776
1118,0.998531
11180,0.032940
11181,0.204139
11182,0.998501
11183,0.004127
11184,0.987711
11185,0.010123
11186,0.966775
11187,0.067132
11188,0.014826
11189,0.045722
1119,0.990422
11190,0.004470
11191,0.012194
11192,0.264790
11193,0.983743
11194,0.018760
11195,0.031690
11196,0.018398
11197,0.004154
11198,0.014324
11199,0.993460
112,0.003336
1120,0.001960
11200,0.985402
11201,0.988453
11202,0.105717
11203,0.994522
11204,0.995091
11205,0.012453
11206,0.014096
11207,0.935509
11208,0.840173
11209,0.000924
1121,0.997780
11210,0.572203
11211,0.014707
11212,0.004780
11213,0.730307
11214,0.989735
11215,0.995402
11216,0.238232
11217,0.370943
11218,0.016621
11219,0.197875
1122,0.998205
11220,0.002777
11221,0.006000
11222,0.969555
11223,0.004035
11224,0.973659
11225,0.041498
11226,0.017136
11227,0.997216
11228,0.522844
11229,0.007765
1123,0.971686
11230,0.986264
11231,0.046706
11232,0.968145
11233,0.998842
11234,0.001327
11235,0.999021
11236,0.988882
11237,0.001796
11238,0.998860
11239,0.008600
1124,0.998254
11240,0.001633
11241,0.006987
11242,0.997043
11243,0.505093
11244,0.998571
11245,0.317757
11246,0.997589
11247,0.907237
11248,0.008892
11249,0.098055
1125,0.347290
11250,0.989358
11251,0.994483
11252,0.035363
11253,0.002423
11254,0.156619
11255,0.996586
11256,0.015449
11257,0.687335
11258,0.998608
11259,0.030814
1126,0.998454
11260,0.030883
11261,0.998810
11262,0.858703
11263,0.140781
11264,0.014583
11265,0.024323
11266,0.976328
11267,0.951882
11268,0.366431
11269,0.069261
1127,0.002373
11270,0.997849
11271,0.995402
11272,0.003593
11273,0.991142
11274,0.993553
11275,0.112664
11276,0.901836
11277,0.995824
11278,0.010395
11279,0.028626
1128,0.004445
11280,0.003507
11281,0.997557
11282,0.185072
11283,0.983190
11284,0.622354
11285,0.002508
11286,0.929057
11287,0.991605
11288,0.006559
11289,0.004460
1129,0.998486
11290,0.945176
11291,0.009052
11292,0.992215
11293,0.998495
11294,0.998692
11295,0.003554
11296,0.999051
11297,0.927865
11298,0.997860
11299,0.998643
113,0.984565
1130,0.004757
11300,0.021100
11301,0.001174
11302,0.007642
11303,0.999393
11304,0.027959
11305,0.008953
11306,0.997809
11307,0.957032
11308,0.997007
11309,0.996984
1131,0.001515
11310,0.055814
11311,0.025367
11312,0.875639
11313,0.994301
11314,0.988433
11315,0.208328
11316,0.982746
11317,0.576818
11318,0.005904
11319,0.607399
1132,0.997983
11320,0.012740
11321,0.002884
11322,0.998676
11323,0.154211
11324,0.034158
11325,0.020770
11326,0.553601
11327,0.991568
11328,0.943665
11329,0.390244
1133,0.049865
11330,0.008541
11331,0.001233
11332,0.001148
11333,0.493164
11334,0.966030
11335,0.996828
11336,0.996223
11337,0.998852
11338,0.998639
11339,0.998859
1134,0.999104
11340,0.996263
11341,0.998178
11342,0.823546
11343,0.098022
11344,0.049307
11345,0.997525
11346,0.023965
11347,0.005532
11348,0.996250
11349,0.000586
1135,0.809977
11350,0.158094
11351,0.990001
11352,0.004694
11353,0.840547
11354,0.138353
11355,0.008035
11356,0.004428
11357,0.022433
11358,0.377098
11359,0.998968
1136,0.995953
11360,0.991175
11361,0.008637
11362,0.756928
11363,0.996196
11364,0.026916
11365,0.996908
11366,0.008799
11367,0.015255
11368,0.118942
11369,0.000614
1137,0.998340
11370,0.993806
11371,0.994735
11372,0.936331
11373,0.999027
11374,0.004017
11375,0.997274
11376,0.993901
11377,0.986132
11378,0.998936
11379,0.973752
1138,0.862616
11380,0.011168
11381,0.941699
11382,0.996848
11383,0.492723
11384,0.010121
11385,0.031045
11386,0.997847
11387,0.043306
11388,0.998753
11389,0.725134
1139,0.005449
11390,0.638779
11391,0.896325
11392,0.988461
11393,0.994327
11394,0.993991
11395,0.162463
11396,0.980559
11397,0.969186
11398,0.997507
11399,0.194150
114,0.990084
1140,0.030617
11400,0.408139
11401,0.102822
11402,0.117658
11403,0.344296
11404,0.005575
11405,0.990652
11406,0.993496
11407,0.034431
11408,0.020122
11409,0.003803
1141,0.988920
11410,0.991996
11411,0.046941
11412,0.729561
11413,0.995015
11414,0.982148
11415,0.997426
11416,0.264018
11417,0.005551
11418,0.982210
11419,0.993494
1142,0.753299
11420,0.991419
11421,0.997824
11422,0.256277
11423,0.998586
11424,0.988112
11425,0.923839
11426,0.001011
11427,0.002877
11428,0.981056
11429,0.980433
1143,0.002310
11430,0.995144
11431,0.005310
11432,0.777372
11433,0.009249
11434,0.891674
11435,0.015135
11436,0.000800
11437,0.012217
11438,0.944543
11439,0.933581
1144,0.002604
11440,0.023707
11441,0.997771
11442,0.997341
11443,0.004089
11444,0.228955
11445,0.981215
11446,0.013207
11447,0.000957
11448,0.034352
11449,0.041886
1145,0.997281
11450,0.992235
11451,0.995640
11452,0.024614
11453,0.044792
11454,0.001924
11455,0.995572
11456,0.924507
11457,0.998482
11458,0.193052
11459,0.996507
1146,0.994699
11460,0.997056
11461,0.998771
11462,0.182053
11463,0.020882
11464,0.965410
11465,0.917419
11466,0.998361
11467,0.020949
11468,0.001146
11469,0.982271
1147,0.997757
11470,0.997984
11471,0.993536
11472,0.196764
11473,0.002177
11474,0.003899
11475,0.027155
11476,0.623655
11477,0.970822
11478,0.204102
11479,0.886521
1148,0.018889
11480,0.997596
11481,0.439522
11482,0.999013
11483,0.009285
11484,0.896839
11485,0.986641
11486,0.994004
11487,0.995665
11488,0.351390
11489,0.013402
1149,0.008797
11490,0.998558
11491,0.295738
11492,0.994062
11493,0.991366
11494,0.986714
11495,0.008920
11496,0.951731
11497,0.010543
11498,0.010701
11499,0.122266
115,0.001845
1150,0.991136
11500,0.020788
11501,0.004826
11502,0.982869
11503,0.978436
11504,0.995553
11505,0.211084
11506,0.996950
11507,0.003013
11508,0.985746
11509,0.557213
1151,0.085207
11510,0.860558
11511,0.009014
11512,0.000799
11513,0.987475
11514,0.982016
11515,0.549744
11516,0.050860
11517,0.004908
11518,0.092487
11519,0.997846
1152,0.619743
11520,0.990494
11521,0.862176
11522,0.005754
11523,0.006876
11524,0.914401
11525,0.759534
11526,0.005527
11527,0.196675
11528,0.996822
11529,0.997116
1153,0.745279
11530,0.129404
11531,0.993520
11532,0.364205
11533,0.936222
11534,0.989872
11535,0.996326
11536,0.812662
11537,0.989326
11538,0.003793
11539,0.017388
1154,0.972143
11540,0.068664
11541,0.916745
11542,0.989962
11543,0.320765
11544,0.076809
11545,0.995103
11546,0.980359
11547,0.989606
11548,0.994955
11549,0.005000
1155,0.095849
11550,0.311103
11551,0.370924
11552,0.005324
11553,0.037293
11554,0.993496
11555,0.989087
11556,0.993805
11557,0.004045
11558,0.980827
11559,0.377117
1156,0.155693
11560,0.922998
11561,0.971299
11562,0.090029
11563,0.421368
11564,0.017840
11565,0.018354
11566,0.001174
11567,0.016068
11568,0.482785
11569,0.995831
1157,0.103606
11570,0.978077
11571,0.953859
